district,district_value,mandal,mandal_value,village,village_value,property_type
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,A.KOTHAVALASA,0306300,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Addategela,0306203,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Ananthagiri,0306078,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,BOODI,0306098,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bailaguda,0306072,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Baliyaguda,0306256,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Ballagaruvu,0306231,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Ballamamidi,0306057,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Banda Konda,0306236,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Banda Valasa,0306252,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bangarampeta,0306116,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Banjoda,0306176,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bembi,0306267,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bhagamarivalasa,0306261,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bhalluguda,0306134,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bheemavaram,0306029,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bheesupuram,0306008,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Billakamba,0306210,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Billakota,0306028,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bodaguda,0306063,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Boddaputtu,0306206,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bonduguda,0306007,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bondyaguda,0306004,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bongija,0306045,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Bonuru,0306185,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Boringuvalasa,0306020,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Borrapalem,0306219,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Buddigaruvu,0306197,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Buliyaguda,0306034,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Buruga,0306044,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Burugulapadu,0306159,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Busipadu,0306143,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chappadi,0306011,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chatakamba,0306218,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cheedi Valasa,0306058,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cheedi Valasa,0306118,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cheedi Valasa,0306146,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cheedigaruvu,0306189,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cheedimetta,0306229,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cherukubidda,0306274,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Cherukumadata,0306130,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chhedivalasa,0306290,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chilakalagedda,0306109,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chimiti,0306154,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,China Buruga,0306221,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,China Konela,0306047,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,China Rabha,0306041,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chindugulapadu,0306222,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chinta Paka,0306228,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chintalapalem,0306242,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chippapalle,0306031,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chittam Valasa,0306131,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chittampadu,0306036,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Chittamvalasa,0306191,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,DAYARTI,0306233,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dabbalapadu,0306100,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dabbalapalem,0306107,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Damasala Valasa,0306169,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Damsarai,0306117,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Damuku,0306087,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Damuku Rai,0306162,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dandabadu,0306122,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dekkapuram,0306012,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dhanukonda,0306139,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dibbapalem,0306244,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Diguva Kambavalasa,0306124,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Diguva Mallelu,0306149,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Diguvasobha,0306064,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Diguvasonabha,0306280,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Donkaiputtu,0306182,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Doravalasa,0306260,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Dumbrivalasa,0306050,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Eetamanu Valasa,0306138,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Eguva Mallelu,0306148,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Eguvamamidi,0306015,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Eguvasobha,0306067,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gaddibanda,0306186,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gadiguda,0306025,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gadilalova,0306040,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gangavaram,0306119,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gangudi Valasa,0306166,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Garugubilli,0306033,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gatuguda,0306259,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gazzela Garuvu,0306268,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Getu Valasa,0306014,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Golamalapalle,0306220,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gondiguda,0306023,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Goppula Palem,0306225,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gorregommu,0306165,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gottipadu,0306027,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gudem,0306099,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gujjali,0306214,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gumma,0306153,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gummanti,0306205,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Gummanti,0306232,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Heetaguda,0306070,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Jakaraguda,0306258,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Jalada,0306196,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Jampaputtu,0306199,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Jamuguda,0306257,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Jeelugulapadu,0306106,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Jeenapadu,0306248,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,KOTAPARTI,0306046,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,KOTAPARTI,0306297,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,KOTAPARTI,0306298,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,KOTAPARTI,0306299,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kadarevu,0306276,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kamalapuram,0306069,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kambavalasa,0306120,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kambavalasa,0306251,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kannamgaruvu,0306198,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kanti Puram,0306132,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kapativalasa,0306022,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Karaiguda,0306001,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Karaka Valasa,0306142,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Karakavalasa,0306265,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Karivesu,0306145,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kasipatnam,0306114,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Katika,0306009,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Katimanuvalasa,0306253,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Katturu,0306097,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kittalingi,0306005,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kittayyatota,0306108,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kivarla,0306192,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kodamaguda,0306084,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kondavenkatapuram,0306037,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kondemkota,0306213,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kondiba,0306088,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kontysimidi,0306254,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kosamamidi,0306054,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kotaparti,0306243,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kotapartivalasa,0306042,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kotharevallapalem,0306288,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kothavalasa,0306273,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kotta Valasa,0306193,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kottamguda,0306226,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kottavalasa,0306079,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kotturu,0306125,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kotyaguda,0306013,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Krakavalasa,0306086,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Krishna Puram,0306126,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kudiya,0306211,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kumburti,0306167,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kummari Valasa,0306017,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Kunapuram,0306006,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Lanjilaguda,0306091,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Laxmipuram,0306071,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Laxmipuram,0306090,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Liddangi,0306002,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Limbaguda,0306061,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Lungaparti,0306160,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,MOOLAPATTAM,0306281,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Maddigaruvu,0306170,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Maddipadu,0306147,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Madrebu,0306234,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Makanapalle,0306238,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Malinga Valasa,0306075,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mallapeta,0306230,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mandaparti,0306095,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mandru Valasa,0306177,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mangagumma,0306136,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mardaguda,0306128,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Marrimanuvalasa,0306113,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Marrivalasa,0306163,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Medaparti,0306144,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Metta Valasa,0306155,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Metta Valasa,0306180,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mirithidungada,0306277,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mondijanguda,0306077,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Mulyaguda,0306082,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Muvvam Valasa,0306060,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nadimivalasa,0306051,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nakkala Mamidi,0306202,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nandigummi,0306285,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nandikota,0306049,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nandula Valasa,0306135,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nela Palem,0306150,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nerellavalasa,0306096,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nimmalapadu,0306173,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nimmavuta,0306152,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Ninnimamidi,0306056,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Nisaniguda,0306059,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Onukonda,0306286,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pallamvanivalasa,0306115,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Panasamanu Valasa,0306121,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pandiri Mamidi,0306187,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pandirimamidi Valasa,0306089,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pata Kota,0306074,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Patipalle,0306237,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Patti,0306168,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Peda Bayalu,0306207,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Peda Buruga-I,0306227,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Peda Gangavaram,0306249,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Peda Konela,0306102,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Peda Rabha,0306043,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pedabidda,0306133,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pedaburugu-II,0306272,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pedakota,0306215,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pedduru,0306104,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pedduru,0306263,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pempudu Valasa,0306085,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Penamarti,0306181,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pinakota,0306216,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Poderti,0306208,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pooluguda,0306021,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pooluguda,0306066,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pooluguda,0306080,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Porlu,0306141,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Porlubanda,0306217,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pulusumamidi,0306158,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Putikaputtu,0306188,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Pynampadu,0306175,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,R.T.Puram,0306101,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Rachakilam,0306239,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Rajupaka,0306035,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Rallagaruvu,0306269,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Rampalle,0306038,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Ranjaliguda@Ranginiguda,0306024,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Rayavalasa,0306083,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Rayipadu,0306161,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Regam,0306073,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Regulapalem,0306212,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Revallapalem,0306245,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,SOTTADIVALASA,0306292,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,SOTTADIVALASA,0306294,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Sada,0306052,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Samareddi Palem,0306140,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Sankuparti,0306030,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Saraiguda,0306003,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Saravani Palem,0306093,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Sariapalle,0306026,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Sariya,0306266,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Seesaguda,0306062,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Seesamanda,0306068,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Seetampeta,0306094,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Singarbha,0306055,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Singavaram,0306032,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Solabongu,0306223,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Sorasapodaru,0306065,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tadiguda,0306076,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tamuta,0306240,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tangellabanda,0306183,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tankota,0306209,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Taragam,0306201,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tattapudi,0306224,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tattavalasa,0306092,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Teegalamada,0306123,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tenkala Valasa,0306194,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tenteliguda,0306081,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tokavalasa,0306053,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tokuru,0306018,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Totavalasa,0306111,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tumbarti,0306174,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tummanu Valasa,0306112,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Tunisebu,0306235,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,VANJALA VALASA,0306137,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,VENKAYYAPALEM,0306262,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Valasi,0306172,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Vantalamamidi,0306010,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Vantarbha,0306200,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Vantinivani Palem,0306105,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Varakavadu,0306110,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Velagalapadu,0306157,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Velamamidi,0306204,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Vengada,0306178,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Voobalu,0306195,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Vootagedda,0306164,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Vootamamidi,0306279,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Y.S.R.Puram,0306048,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Yerrametta,0306156,urban
ALLURI SITHARAMA RAJU,15,ANANTHAGIRI,06,Zendagaruvu,0306171,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Adaru,0305099,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Addumanda,0305033,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Amalaguda,0305059,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Antiparthi,0305038,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,BISHNUGUDA,0305089,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,BORRIGUDA,0305091,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bairuguda,0305165,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Baliyaguda,0305021,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Baliyaguda,0305112,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bandapanuvalasa,0305130,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Baski,0305155,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Battivalasa,0305064,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Beddaguda,0305102,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Boduguda,0305078,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bondaguda,0305083,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bondam,0305106,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bonduguda,0305022,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bonduguda,0305157,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Borrachinta,0305027,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Borrakaluvalasa,0305046,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Bosubeda,0305084,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Boyiguda,0305113,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,CHANDRAPODA,0305166,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Cheedivalasa,0305057,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Chellubadi,0305018,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Chendrapodaru,0305026,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,China Gangudi,0305114,urban
ALLURI SITHARAMA RAJU,15,ARAKU VALLEY,01,Chinalabudu,0305005,urban
